Regiao;UF;Ano;Tipo_homicidio;Qtd_homicidio;Taxa_homicidio
Norte;AC;1986;homicidios_por_armas_de_fogo;25.0;6.85
Norte;AC;1987;homicidios;;26.09
Norte;AC;1987;homicidios_de_jovens_homens;42.0;80.9
Norte;AC;1987;homicidios_de_jovens_mulheres;9.0;17.129
Norte;AC;1987;homicidios_mulheres;;5.96
Norte;AC;1987;homicidios_por_armas_de_fogo;51.0;13.58
Norte;AC;1988;homicidios;;19.68
Norte;AC;1988;homicidios_de_jovens_homens;31.0;58.0
Norte;AC;1988;homicidios_de_jovens_mulheres;3.0;5.543
Norte;AC;1988;homicidios_mulheres;;3.16
Norte;AC;1988;homicidios_por_armas_de_fogo;43.0;11.14
Norte;AC;1989;homicidios;95.0;23.97
Norte;AC;1989;homicidios_de_homens_por_armas_de_fogo;45.0;22.3
Norte;AC;1989;homicidios_de_jovens;56.0;50.68
Norte;AC;1989;homicidios_de_jovens_homens;52.0;94.8
Norte;AC;1989;homicidios_de_jovens_mulheres;4.0;7.19
Norte;AC;1989;homicidios_de_jovens_por_armas_de_fogo;28.0;25.34
Norte;AC;1989;homicidios_de_mulheres_por_armas_de_fogo;3.0;1.53
Norte;AC;1989;homicidios_homens;89.0;44.2
Norte;AC;1989;homicidios_mulheres;6.0;3.07
Norte;AC;1989;homicidios_por_armas_de_fogo;48.0;12.11
Norte;AC;1990;homicidios;64.0;15.75
Norte;AC;1990;homicidios_de_homens_por_armas_de_fogo;29.0;14.0
Norte;AC;1990;homicidios_de_jovens;33.0;29.1
Norte;AC;1990;homicidios_de_jovens_homens;29.0;51.6
Norte;AC;1990;homicidios_de_jovens_mulheres;4.0;7.0
Norte;AC;1990;homicidios_de_jovens_por_armas_de_fogo;18.0;15.87
Norte;AC;1990;homicidios_de_mulheres_por_armas_de_fogo;4.0;1.99
Norte;AC;1990;homicidios_homens;58.0;28.15
Norte;AC;1990;homicidios_mulheres;6.0;3.0
Norte;AC;1990;homicidios_por_armas_de_fogo;33.0;8.12
Norte;AC;1991;homicidios;106.0;25.38
Norte;AC;1991;homicidios_de_homens_por_armas_de_fogo;56.0;26.4
Norte;AC;1991;homicidios_de_jovens;59.0;50.54
Norte;AC;1991;homicidios_de_jovens_homens;53.0;91.6
Norte;AC;1991;homicidios_de_jovens_mulheres;6.0;10.19
Norte;AC;1991;homicidios_de_jovens_por_armas_de_fogo;38.0;32.55
Norte;AC;1991;homicidios_de_mulheres_por_armas_de_fogo;7.0;3.39
Norte;AC;1991;homicidios_homens;97.0;45.85
Norte;AC;1991;homicidios_mulheres;9.0;4.37
Norte;AC;1991;homicidios_por_armas_de_fogo;63.0;15.08
Norte;AC;1992;homicidios;107.0;24.9
Norte;AC;1992;homicidios_de_homens_por_armas_de_fogo;46.0;21.1
Norte;AC;1992;homicidios_de_jovens;61.0;48.1
Norte;AC;1992;homicidios_de_jovens_homens;51.0;80.3
Norte;AC;1992;homicidios_de_jovens_mulheres;10.0;15.8
Norte;AC;1992;homicidios_de_jovens_por_armas_de_fogo;34.0;26.81
Norte;AC;1992;homicidios_de_mulheres_por_armas_de_fogo;7.0;3.3
Norte;AC;1992;homicidios_homens;94.0;43.2
Norte;AC;1992;homicidios_mulheres;13.0;6.13
Norte;AC;1992;homicidios_por_armas_de_fogo;53.0;12.33
Norte;AC;1993;homicidios;116.0;26.51
Norte;AC;1993;homicidios_de_homens_por_armas_de_fogo;55.0;24.8
Norte;AC;1993;homicidios_de_jovens;66.0;53.93
Norte;AC;1993;homicidios_de_jovens_homens;62.0;102.2
Norte;AC;1993;homicidios_de_jovens_mulheres;3.0;4.86
Norte;AC;1993;homicidios_de_jovens_por_armas_de_fogo;36.0;29.42
Norte;AC;1993;homicidios_de_mulheres_por_armas_de_fogo;5.0;2.31
Norte;AC;1993;homicidios_homens;101.0;45.57
Norte;AC;1993;homicidios_mulheres;12.0;5.56
Norte;AC;1993;homicidios_por_armas_de_fogo;61.0;13.94
Norte;AC;1994;homicidios;88.0;19.71
Norte;AC;1994;homicidios_de_homens_por_armas_de_fogo;36.0;15.9
Norte;AC;1994;homicidios_de_jovens;48.0;38.43
Norte;AC;1994;homicidios_de_jovens_homens;43.0;69.4
Norte;AC;1994;homicidios_de_jovens_mulheres;5.0;7.94
Norte;AC;1994;homicidios_de_jovens_por_armas_de_fogo;23.0;18.42
Norte;AC;1994;homicidios_de_mulheres_por_armas_de_fogo;5.0;2.26
Norte;AC;1994;homicidios_homens;77.0;34.04
Norte;AC;1994;homicidios_mulheres;11.0;4.99
Norte;AC;1994;homicidios_por_armas_de_fogo;41.0;9.18
Norte;AC;1995;homicidios;103.0;22.62
Norte;AC;1995;homicidios_de_homens_por_armas_de_fogo;48.0;20.8
Norte;AC;1995;homicidios_de_jovens;52.0;40.84
Norte;AC;1995;homicidios_de_jovens_homens;47.0;74.4
Norte;AC;1995;homicidios_de_jovens_mulheres;5.0;7.79
Norte;AC;1995;homicidios_de_jovens_por_armas_de_fogo;32.0;25.13
Norte;AC;1995;homicidios_de_mulheres_por_armas_de_fogo;9.0;4.0
Norte;AC;1995;homicidios_homens;86.0;37.29
Norte;AC;1995;homicidios_mulheres;16.0;7.12
Norte;AC;1995;homicidios_por_armas_de_fogo;57.0;12.52
Norte;AC;1996;homicidios;104.0;21.51
Norte;AC;1996;homicidios_de_homens_por_armas_de_fogo;56.0;22.9
Norte;AC;1996;homicidios_de_jovens;49.0;50.88
Norte;AC;1996;homicidios_de_jovens_homens;42.0;94.55
Norte;AC;1996;homicidios_de_jovens_mulheres;7.0;13.494
Norte;AC;1996;homicidios_de_jovens_por_armas_de_fogo;28.0;19.46
Norte;AC;1996;homicidios_de_mulheres_por_armas_de_fogo;5.0;2.09
Norte;AC;1996;homicidios_homens;89.0;57.79
Norte;AC;1996;homicidios_homens_nao_negros;1.0;
Norte;AC;1996;homicidios_homens_negros;0.0;
Norte;AC;1996;homicidios_mulheres;15.0;6.27
Norte;AC;1996;homicidios_mulheres_nao_negras;0.0;
Norte;AC;1996;homicidios_mulheres_negras;0.0;
Norte;AC;1996;homicidios_nao_negros;1.0;
Norte;AC;1996;homicidios_negros;0.0;
Norte;AC;1996;homicidios_por_armas_de_fogo;61.0;12.61
Norte;AC;1997;homicidios;100.0;19.99
Norte;AC;1997;homicidios_de_homens_por_armas_de_fogo;49.0;19.3
Norte;AC;1997;homicidios_de_jovens;59.0;64.67
Norte;AC;1997;homicidios_de_jovens_homens;55.0;132.81
Norte;AC;1997;homicidios_de_jovens_mulheres;4.0;8.03
Norte;AC;1997;homicidios_de_jovens_por_armas_de_fogo;37.0;24.84
Norte;AC;1997;homicidios_de_mulheres_por_armas_de_fogo;6.0;2.42
Norte;AC;1997;homicidios_homens;86.0;65.76
Norte;AC;1997;homicidios_homens_nao_negros;7.0;
Norte;AC;1997;homicidios_homens_negros;3.0;
Norte;AC;1997;homicidios_mulheres;14.0;5.66
Norte;AC;1997;homicidios_mulheres_nao_negras;0.0;
Norte;AC;1997;homicidios_mulheres_negras;3.0;
Norte;AC;1997;homicidios_nao_negros;7.0;
Norte;AC;1997;homicidios_negros;6.0;
Norte;AC;1997;homicidios_por_armas_de_fogo;55.0;11.0
Norte;AC;1998;homicidios;110.0;21.4
Norte;AC;1998;homicidios_de_homens_por_armas_de_fogo;53.0;20.4
Norte;AC;1998;homicidios_de_jovens;59.0;61.13
Norte;AC;1998;homicidios_de_jovens_homens;55.0;120.48
Norte;AC;1998;homicidios_de_jovens_mulheres;4.0;7.86
Norte;AC;1998;homicidios_de_jovens_por_armas_de_fogo;34.0;22.19
Norte;AC;1998;homicidios_de_mulheres_por_armas_de_fogo;5.0;1.96
Norte;AC;1998;homicidios_homens;98.0;58.84
Norte;AC;1998;homicidios_homens_nao_negros;10.0;
Norte;AC;1998;homicidios_homens_negros;21.0;
Norte;AC;1998;homicidios_mulheres;12.0;4.72
Norte;AC;1998;homicidios_mulheres_nao_negras;1.0;
Norte;AC;1998;homicidios_mulheres_negras;1.0;
Norte;AC;1998;homicidios_nao_negros;11.0;
Norte;AC;1998;homicidios_negros;22.0;
Norte;AC;1998;homicidios_por_armas_de_fogo;58.0;11.28
Norte;AC;1999;homicidios;51.0;9.66
Norte;AC;1999;homicidios_de_homens_por_armas_de_fogo;12.0;4.5
Norte;AC;1999;homicidios_de_jovens;26.0;19.13
Norte;AC;1999;homicidios_de_jovens_homens;22.0;32.66
Norte;AC;1999;homicidios_de_jovens_mulheres;4.0;5.836
Norte;AC;1999;homicidios_de_jovens_por_armas_de_fogo;6.0;3.81
Norte;AC;1999;homicidios_de_mulheres_por_armas_de_fogo;2.0;0.76
Norte;AC;1999;homicidios_homens;44.0;18.88
Norte;AC;1999;homicidios_homens_nao_negros;12.0;
Norte;AC;1999;homicidios_homens_negros;15.0;
Norte;AC;1999;homicidios_mulheres;7.0;2.68
Norte;AC;1999;homicidios_mulheres_nao_negras;3.0;
Norte;AC;1999;homicidios_mulheres_negras;2.0;
Norte;AC;1999;homicidios_nao_negros;15.0;
Norte;AC;1999;homicidios_negros;17.0;
Norte;AC;1999;homicidios_por_armas_de_fogo;14.0;2.65
Norte;AC;2000;homicidios;106.0;19.56
Norte;AC;2000;homicidios_de_homens_por_armas_de_fogo;35.0;21.1
Norte;AC;2000;homicidios_de_jovens;67.0;38.22
Norte;AC;2000;homicidios_de_jovens_homens;58.0;65.11
Norte;AC;2000;homicidios_de_jovens_mulheres;9.0;10.44
Norte;AC;2000;homicidios_de_jovens_por_armas_de_fogo;21.0;11.98
Norte;AC;2000;homicidios_de_mulheres_por_armas_de_fogo;4.0;1.38
Norte;AC;2000;homicidios_homens;93.0;31.04
Norte;AC;2000;homicidios_homens_nao_negros;44.0;123.5
Norte;AC;2000;homicidios_homens_negros;44.0;31.22
Norte;AC;2000;homicidios_mulheres;13.0;4.49
Norte;AC;2000;homicidios_mulheres_nao_negras;5.0;11.1
Norte;AC;2000;homicidios_mulheres_negras;7.0;4.37
Norte;AC;2000;homicidios_nao_negros;49.0;61.12
Norte;AC;2000;homicidios_negros;51.0;16.97
Norte;AC;2000;homicidios_por_armas_de_fogo;39.0;7.2
Norte;AC;2001;homicidios;121.0;21.07
Norte;AC;2001;homicidios_de_homens_por_armas_de_fogo;51.0;79.0
Norte;AC;2001;homicidios_de_jovens;72.0;40.03
Norte;AC;2001;homicidios_de_jovens_homens;64.0;70.07
Norte;AC;2001;homicidios_de_jovens_mulheres;8.0;9.04
Norte;AC;2001;homicidios_de_jovens_por_armas_de_fogo;36.0;20.01
Norte;AC;2001;homicidios_de_mulheres_por_armas_de_fogo;3.0;1.0
Norte;AC;2001;homicidios_homens;109.0;35.54
Norte;AC;2001;homicidios_homens_nao_negros;31.0;77.49
Norte;AC;2001;homicidios_homens_negros;65.0;43.59
Norte;AC;2001;homicidios_mulheres;12.0;4.02
Norte;AC;2001;homicidios_mulheres_nao_negras;4.0;8.32
Norte;AC;2001;homicidios_mulheres_negras;5.0;3.11
Norte;AC;2001;homicidios_nao_negros;35.0;39.82
Norte;AC;2001;homicidios_negros;70.0;22.61
Norte;AC;2001;homicidios_por_armas_de_fogo;54.0;9.4
Norte;AC;2002;homicidios;151.0;25.73
Norte;AC;2002;homicidios_de_homens_por_armas_de_fogo;63.0;17.93
Norte;AC;2002;homicidios_de_jovens;90.0;48.88
Norte;AC;2002;homicidios_de_jovens_homens;84.0;89.89
Norte;AC;2002;homicidios_de_jovens_mulheres;6.0;6.62
Norte;AC;2002;homicidios_de_jovens_por_armas_de_fogo;40.0;21.73
Norte;AC;2002;homicidios_de_mulheres_por_armas_de_fogo;3.0;0.97
Norte;AC;2002;homicidios_homens;140.0;44.6
Norte;AC;2002;homicidios_homens_nao_negros;43.0;98.51
Norte;AC;2002;homicidios_homens_negros;92.0;61.57
Norte;AC;2002;homicidios_mulheres;11.0;3.57
Norte;AC;2002;homicidios_mulheres_nao_negras;3.0;5.51
Norte;AC;2002;homicidios_mulheres_negras;8.0;4.92
Norte;AC;2002;homicidios_nao_negros;46.0;47.07
Norte;AC;2002;homicidios_negros;100.0;32.07
Norte;AC;2002;homicidios_por_armas_de_fogo;66.0;11.24
Norte;AC;2003;homicidios;147.0;24.48
Norte;AC;2003;homicidios_de_homens_por_armas_de_fogo;52.0;23.85
Norte;AC;2003;homicidios_de_jovens;78.0;41.48
Norte;AC;2003;homicidios_de_jovens_homens;69.0;72.31
Norte;AC;2003;homicidios_de_jovens_mulheres;9.0;9.72
Norte;AC;2003;homicidios_de_jovens_por_armas_de_fogo;31.0;16.49
Norte;AC;2003;homicidios_de_mulheres_por_armas_de_fogo;5.0;1.58
Norte;AC;2003;homicidios_homens;132.0;41.1
Norte;AC;2003;homicidios_homens_nao_negros;35.0;85.53
Norte;AC;2003;homicidios_homens_negros;91.0;58.66
Norte;AC;2003;homicidios_mulheres;15.0;4.73
Norte;AC;2003;homicidios_mulheres_nao_negras;6.0;11.1
Norte;AC;2003;homicidios_mulheres_negras;7.0;3.96
Norte;AC;2003;homicidios_nao_negros;41.0;43.53
Norte;AC;2003;homicidios_negros;98.0;29.58
Norte;AC;2003;homicidios_por_armas_de_fogo;57.0;9.49
Norte;AC;2004;homicidios;114.0;18.56
Norte;AC;2004;homicidios_de_homens_por_armas_de_fogo;42.0;31.68
Norte;AC;2004;homicidios_de_jovens;75.0;39.1
Norte;AC;2004;homicidios_de_jovens_homens;71.0;72.95
Norte;AC;2004;homicidios_de_jovens_mulheres;4.0;4.23
Norte;AC;2004;homicidios_de_jovens_por_armas_de_fogo;31.0;16.16
Norte;AC;2004;homicidios_de_mulheres_por_armas_de_fogo;7.0;2.14
Norte;AC;2004;homicidios_homens;104.0;31.66
Norte;AC;2004;homicidios_homens_nao_negros;24.0;50.57
Norte;AC;2004;homicidios_homens_negros;73.0;27.2
Norte;AC;2004;homicidios_mulheres;10.0;3.06
Norte;AC;2004;homicidios_mulheres_nao_negras;3.0;4.81
Norte;AC;2004;homicidios_mulheres_negras;7.0;2.57
Norte;AC;2004;homicidios_nao_negros;27.0;24.74
Norte;AC;2004;homicidios_negros;80.0;14.79
Norte;AC;2004;homicidios_por_armas_de_fogo;49.0;7.77
Norte;AC;2005;homicidios;124.0;18.51
Norte;AC;2005;homicidios_de_homens_por_armas_de_fogo;35.0;75.0
Norte;AC;2005;homicidios_de_jovens;67.0;34.26
Norte;AC;2005;homicidios_de_jovens_homens;60.0;60.5
Norte;AC;2005;homicidios_de_jovens_mulheres;7.0;7.26
Norte;AC;2005;homicidios_de_jovens_por_armas_de_fogo;18.0;9.2
Norte;AC;2005;homicidios_de_mulheres_por_armas_de_fogo;1.0;0.3
Norte;AC;2005;homicidios_homens;111.0;33.06
Norte;AC;2005;homicidios_homens_nao_negros;26.0;44.42
Norte;AC;2005;homicidios_homens_negros;79.0;30.63
Norte;AC;2005;homicidios_mulheres;13.0;3.87
Norte;AC;2005;homicidios_mulheres_nao_negras;5.0;6.4
Norte;AC;2005;homicidios_mulheres_negras;8.0;3.03
Norte;AC;2005;homicidios_nao_negros;31.0;22.83
Norte;AC;2005;homicidios_negros;87.0;16.68
Norte;AC;2005;homicidios_por_armas_de_fogo;36.0;5.38
Norte;AC;2006;homicidios;158.0;23.01
Norte;AC;2006;homicidios_de_homens_por_armas_de_fogo;48.0;11.74
Norte;AC;2006;homicidios_de_jovens;85.0;42.67
Norte;AC;2006;homicidios_de_jovens_homens;81.0;80.23
Norte;AC;2006;homicidios_de_jovens_mulheres;4.0;4.07
Norte;AC;2006;homicidios_de_jovens_por_armas_de_fogo;23.0;11.55
Norte;AC;2006;homicidios_de_mulheres_por_armas_de_fogo;2.0;0.58
Norte;AC;2006;homicidios_homens;143.0;41.69
Norte;AC;2006;homicidios_homens_nao_negros;36.0;56.21
Norte;AC;2006;homicidios_homens_negros;94.0;35.46
Norte;AC;2006;homicidios_mulheres;15.0;4.35
Norte;AC;2006;homicidios_mulheres_nao_negras;6.0;7.17
Norte;AC;2006;homicidios_mulheres_negras;8.0;3.11
Norte;AC;2006;homicidios_nao_negros;42.0;28.58
Norte;AC;2006;homicidios_negros;102.0;19.52
Norte;AC;2006;homicidios_por_armas_de_fogo;50.0;7.28
Norte;AC;2007;homicidios;137.0;19.48
Norte;AC;2007;homicidios_de_homens_por_armas_de_fogo;47.0;17.11
Norte;AC;2007;homicidios_de_jovens;72.0;35.52
Norte;AC;2007;homicidios_de_jovens_homens;64.0;62.31
Norte;AC;2007;homicidios_de_jovens_mulheres;8.0;8.0
Norte;AC;2007;homicidios_de_jovens_por_armas_de_fogo;30.0;14.8
Norte;AC;2007;homicidios_de_mulheres_por_armas_de_fogo;4.0;1.13
Norte;AC;2007;homicidios_homens;119.0;33.98
Norte;AC;2007;homicidios_homens_nao_negros;26.0;38.11
Norte;AC;2007;homicidios_homens_negros;82.0;31.27
Norte;AC;2007;homicidios_mulheres;18.0;5.08
Norte;AC;2007;homicidios_mulheres_nao_negras;8.0;8.82
Norte;AC;2007;homicidios_mulheres_negras;9.0;3.45
Norte;AC;2007;homicidios_nao_negros;34.0;21.52
Norte;AC;2007;homicidios_negros;91.0;17.4
Norte;AC;2007;homicidios_por_armas_de_fogo;51.0;7.78
Norte;AC;2008;homicidios;133.0;19.56
Norte;AC;2008;homicidios_de_homens_por_armas_de_fogo;40.0;11.19
Norte;AC;2008;homicidios_de_jovens;76.0;36.86
Norte;AC;2008;homicidios_de_jovens_homens;71.0;68.01
Norte;AC;2008;homicidios_de_jovens_mulheres;5.0;4.91
Norte;AC;2008;homicidios_de_jovens_por_armas_de_fogo;27.0;13.1
Norte;AC;2008;homicidios_de_mulheres_por_armas_de_fogo;0.0;0.0
Norte;AC;2008;homicidios_homens;120.0;33.57
Norte;AC;2008;homicidios_homens_nao_negros;18.0;29.92
Norte;AC;2008;homicidios_homens_negros;69.0;24.48
Norte;AC;2008;homicidios_mulheres;13.0;3.58
Norte;AC;2008;homicidios_mulheres_nao_negras;5.0;6.27
Norte;AC;2008;homicidios_mulheres_negras;5.0;1.79
Norte;AC;2008;homicidios_nao_negros;23.0;16.54
Norte;AC;2008;homicidios_negros;74.0;13.19
Norte;AC;2008;homicidios_por_armas_de_fogo;40.0;5.88
Norte;AC;2009;homicidios;153.0;22.14
Norte;AC;2009;homicidios_de_homens_por_armas_de_fogo;59.0;11.04
Norte;AC;2009;homicidios_de_jovens;78.0;37.23
Norte;AC;2009;homicidios_de_jovens_homens;72.0;67.92
Norte;AC;2009;homicidios_de_jovens_mulheres;6.0;5.8
Norte;AC;2009;homicidios_de_jovens_por_armas_de_fogo;33.0;15.75
Norte;AC;2009;homicidios_de_mulheres_por_armas_de_fogo;2.0;0.54
Norte;AC;2009;homicidios_homens;137.0;37.58
Norte;AC;2009;homicidios_homens_nao_negros;10.0;14.85
Norte;AC;2009;homicidios_homens_negros;97.0;34.56
Norte;AC;2009;homicidios_mulheres;16.0;4.3
Norte;AC;2009;homicidios_mulheres_nao_negras;6.0;6.45
Norte;AC;2009;homicidios_mulheres_negras;6.0;2.21
Norte;AC;2009;homicidios_nao_negros;16.0;10.06
Norte;AC;2009;homicidios_negros;103.0;18.66
Norte;AC;2009;homicidios_por_armas_de_fogo;61.0;8.83
Norte;AC;2010;homicidios;165.0;22.49
Norte;AC;2010;homicidios_de_homens_por_armas_de_fogo;56.0;25.77
Norte;AC;2010;homicidios_de_jovens;74.0;34.8
Norte;AC;2010;homicidios_de_jovens_homens;67.0;62.3
Norte;AC;2010;homicidios_de_jovens_mulheres;7.0;6.66
Norte;AC;2010;homicidios_de_jovens_por_armas_de_fogo;34.0;15.99
Norte;AC;2010;homicidios_de_mulheres_por_armas_de_fogo;7.0;1.84
Norte;AC;2010;homicidios_homens;146.0;39.3
Norte;AC;2010;homicidios_homens_nao_negros;25.0;33.68
Norte;AC;2010;homicidios_homens_negros;83.0;30.05
Norte;AC;2010;homicidios_mulheres;19.0;4.99
Norte;AC;2010;homicidios_mulheres_nao_negras;3.0;3.13
Norte;AC;2010;homicidios_mulheres_negras;13.0;4.68
Norte;AC;2010;homicidios_nao_negros;28.0;16.56
Norte;AC;2010;homicidios_negros;96.0;17.33
Norte;AC;2010;homicidios_por_armas_de_fogo;63.0;8.6
Norte;AC;2011;homicidios;164.0;21.97
Norte;AC;2011;homicidios_de_homens_por_armas_de_fogo;45.0;14.53
Norte;AC;2011;homicidios_de_jovens;73.0;33.85
Norte;AC;2011;homicidios_de_jovens_homens;64.0;58.71
Norte;AC;2011;homicidios_de_jovens_mulheres;9.0;8.44
Norte;AC;2011;homicidios_de_jovens_por_armas_de_fogo;26.0;12.05
Norte;AC;2011;homicidios_de_mulheres_por_armas_de_fogo;5.0;1.29
Norte;AC;2011;homicidios_homens;146.0;38.57
Norte;AC;2011;homicidios_homens_nao_negros;12.0;14.79
Norte;AC;2011;homicidios_homens_negros;88.0;32.38
Norte;AC;2011;homicidios_mulheres;18.0;4.64
Norte;AC;2011;homicidios_mulheres_nao_negras;4.0;4.07
Norte;AC;2011;homicidios_mulheres_negras;11.0;3.86
Norte;AC;2011;homicidios_nao_negros;16.0;8.94
Norte;AC;2011;homicidios_negros;99.0;17.81
Norte;AC;2011;homicidios_por_armas_de_fogo;50.0;6.7
Norte;AC;2012;homicidios;208.0;27.41
Norte;AC;2012;homicidios_de_homens_por_armas_de_fogo;81.0;11.79
Norte;AC;2012;homicidios_de_jovens;101.0;46.22
Norte;AC;2012;homicidios_de_jovens_homens;95.0;86.05
Norte;AC;2012;homicidios_de_jovens_mulheres;6.0;5.55
Norte;AC;2012;homicidios_de_jovens_por_armas_de_fogo;45.0;20.59
Norte;AC;2012;homicidios_de_mulheres_por_armas_de_fogo;4.0;1.01
Norte;AC;2012;homicidios_homens;192.0;49.82
Norte;AC;2012;homicidios_homens_nao_negros;17.0;20.15
Norte;AC;2012;homicidios_homens_negros;157.0;55.89
Norte;AC;2012;homicidios_mulheres;16.0;4.05
Norte;AC;2012;homicidios_mulheres_nao_negras;1.0;1.03
Norte;AC;2012;homicidios_mulheres_negras;14.0;4.88
Norte;AC;2012;homicidios_nao_negros;18.0;9.92
Norte;AC;2012;homicidios_negros;171.0;30.12
Norte;AC;2012;homicidios_por_armas_de_fogo;85.0;11.2
Norte;AC;2013;homicidios;234.0;30.14
Norte;AC;2013;homicidios_de_homens_por_armas_de_fogo;86.0;41.8
Norte;AC;2013;homicidios_de_jovens;119.0;53.77
Norte;AC;2013;homicidios_de_jovens_homens;107.0;95.7
Norte;AC;2013;homicidios_de_jovens_mulheres;12.0;10.96
Norte;AC;2013;homicidios_de_jovens_por_armas_de_fogo;58.0;26.21
Norte;AC;2013;homicidios_de_mulheres_por_armas_de_fogo;9.0;2.24
Norte;AC;2013;homicidios_homens;202.0;51.51
Norte;AC;2013;homicidios_homens_nao_negros;20.0;24.39
Norte;AC;2013;homicidios_homens_negros;165.0;54.58
Norte;AC;2013;homicidios_mulheres;32.0;7.97
Norte;AC;2013;homicidios_mulheres_nao_negras;3.0;3.37
Norte;AC;2013;homicidios_mulheres_negras;29.0;9.59
Norte;AC;2013;homicidios_nao_negros;23.0;13.47
Norte;AC;2013;homicidios_negros;194.0;32.76
Norte;AC;2013;homicidios_por_armas_de_fogo;95.0;12.23
Norte;AC;2014;homicidios;232.0;29.36
Norte;AC;2014;homicidios_de_homens_por_armas_de_fogo;109.0;13.64
Norte;AC;2014;homicidios_de_jovens;111.0;49.5
Norte;AC;2014;homicidios_de_jovens_homens;101.0;89.11
Norte;AC;2014;homicidios_de_jovens_mulheres;10.0;9.02
Norte;AC;2014;homicidios_de_jovens_por_armas_de_fogo;59.0;26.31
Norte;AC;2014;homicidios_de_mulheres_por_armas_de_fogo;6.0;1.47
Norte;AC;2014;homicidios_homens;212.0;53.15
Norte;AC;2014;homicidios_homens_nao_negros;35.0;51.85
Norte;AC;2014;homicidios_homens_negros;171.0;53.11
Norte;AC;2014;homicidios_mulheres;20.0;4.9
Norte;AC;2014;homicidios_mulheres_nao_negras;4.0;5.14
Norte;AC;2014;homicidios_mulheres_negras;16.0;4.97
Norte;AC;2014;homicidios_nao_negros;39.0;26.84
Norte;AC;2014;homicidios_negros;187.0;29.62
Norte;AC;2014;homicidios_por_armas_de_fogo;115.0;14.56
Norte;AC;2015;homicidios;217.0;27.01
Norte;AC;2015;homicidios_de_homens_por_armas_de_fogo;111.0;19.28
Norte;AC;2015;homicidios_de_jovens;105.0;46.18
Norte;AC;2015;homicidios_de_jovens_homens;94.0;81.73
Norte;AC;2015;homicidios_de_jovens_mulheres;11.0;9.79
Norte;AC;2015;homicidios_de_jovens_por_armas_de_fogo;65.0;28.59
Norte;AC;2015;homicidios_de_mulheres_por_armas_de_fogo;5.0;1.21
Norte;AC;2015;homicidios_homens;198.0;48.84
Norte;AC;2015;homicidios_homens_nao_negros;25.0;36.23
Norte;AC;2015;homicidios_homens_negros;169.0;51.59
Norte;AC;2015;homicidios_mulheres;19.0;4.58
Norte;AC;2015;homicidios_mulheres_nao_negras;5.0;7.18
Norte;AC;2015;homicidios_mulheres_negras;14.0;4.27
Norte;AC;2015;homicidios_nao_negros;30.0;21.65
Norte;AC;2015;homicidios_negros;183.0;28.08
Norte;AC;2015;homicidios_por_armas_de_fogo;116.0;14.44
Norte;AC;2016;homicidios;363.0;44.45
Norte;AC;2016;homicidios_de_homens_por_armas_de_fogo;215.0;45.95
Norte;AC;2016;homicidios_de_jovens;194.0;83.92
Norte;AC;2016;homicidios_de_jovens_homens;181.0;154.79
Norte;AC;2016;homicidios_de_jovens_mulheres;13.0;11.38
